planId,type,description,resetPlanId,upgradePlanId,serverId,productId,serverGroupName,leverage,maxTrailingDrawdownPct,profitTargetPct,startingBalance,dailyLossLimitPct,upgradeThresholdPct,maxOpenLots,passUpgradeBreachMove,passUpgradeBreachGroup,profitSharePct,liquidateFriday,inactivityPeriod,requireStopLoss,isResetPlan,price,isInternalPlan,rules,resetUrl,minimumRequiredActiveTradingDays,maximumTime,passCertificateGroupId,vipProgramCertificateGroupId,vipProgramId,payoutCertificateGroupId,lifetimePayoutGroupCertificateId,visibleOnLeaderboard,repeatPlan,repeatEnable,initialWithdrawalDelayDays,subsequentWithdrawalDelayDays,upgradeDelayHours,allowEAs,dailyDrawdownByBalanceEquity,makeDrawdownStatic,platform,createAccountAsDisabled,productCategoryId,isSwing,priceFeed,additionalDrawdown,enableEA,reduceWithdrawalDelay,weeklyWithdrawals,additionalDrawdownPct,enableEaPct,reduceWeeklyWithdrawalPct,weeklyWithdrawalsPct,ninetyFivePayoutPct,additionalDrawdownDollarsAdded,enableEaDollarsAdded,reduceWeeklyWithdrawalDollarsAdded,weeklyWithdrawalsDollarsAdded,minimumProfitForWithdrawalPerct,ninetyFivePayoutDollarsAdded,archived,contractTemplateId,broker,ninetyFivePayout,dailyLossCapLimitPct,dailyCapProfitLimitPct,enableConsistency,eightyFivePayout,eightyFivePayoutPct,eightyFivePayoutDollarsAdded,maxWithdrawalPct0,maxWithdrawalPct1,maxWithdrawalPct2,maxWithdrawalPct3,inserted,updated,minimumProfitTradingDayPct,minimumRequiredProfitableTradingDays,UpgradePlanDescription,ServerGroupDescription,RepeatPlanDescription,PriceFeedProp,LiquidateFridayProp,RequireStopLossProp,CreateAccountAsDisabledProp,VisibleOnLeaderboardProp,AllowEAsProp,DailyDrawdownByBalanceEquityProp,MakeDrawdownStaticProp,PassUpgradeBreachMoveProp,EnableConsistencyProp,HasAddons
137,Royal Challenge Funded,300K Royal Challenge Phase 3 (Funded) - Eightcap-5,0,0,12,9999,real\I\EG\RAW-RB-USD,100,10.0000000000,0.0000000000,300000.0000000000,5.0000000000,0.0000000000,0.0000000000,0,,80.0000000000,0,35,0,0,0.0000000000,0,"Max Daily Loss: $15,000
Max Total Loss: $30,000

You can request a withdrawal 1 month from your first trading day and biweekly after that. For example, if you start the 5th of the month, you will be eligible for withdrawal the next 5th, provided you are in profit.

You can find a more detailed list of rules in our FAQ section here: 

help.thefundedtraderprogram.com",,0,0,0,0,0,365903,452806,1,0,0,30,14,12,1,1,1,MT5,1,0,0,0,0,0,0,0,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.0000000000,0.000000000000,1,1,Eightcap,0,0,0,0,0,0.000000000000,0.000000000000,0,0,0,0,09/08/2022 08:56:36,06/26/2023 16:29:19,0.00,0,,"real\I\EG\RAW-RB-USD (Dedicated Server) B-Book, Royal Phase 3 (Funded)",,None,False,False,True,True,True,True,True,False,False,True
138,Royal Challenge Funded,200K Royal Challenge Phase 3 (Funded) - Eightcap-5,0,0,12,9999,real\I\EG\RAW-RB-USD,100,10.0000000000,0.0000000000,200000.0000000000,5.0000000000,0.0000000000,0.0000000000,0,,80.0000000000,0,35,0,0,0.0000000000,0,"Max Daily Loss: $10,000
Max Total Loss: $20,000

You can request a withdrawal 1 month from your first trading day and biweekly after that. For example, if you start the 5th of the month, you will be eligible for withdrawal the next 5th, provided you are in profit.

You can find a more detailed list of rules in our FAQ section here: 

help.thefundedtraderprogram.com",,0,0,0,0,0,365903,452806,1,0,0,30,14,12,1,1,1,MT5,1,0,0,0,0,0,0,0,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.0000000000,0.000000000000,1,1,Eightcap,0,0,0,0,0,0.000000000000,0.000000000000,0,0,0,0,09/08/2022 08:56:36,06/26/2023 16:29:25,0.00,0,,"real\I\EG\RAW-RB-USD (Dedicated Server) B-Book, Royal Phase 3 (Funded)",,None,False,False,True,True,True,True,True,False,False,True
143,Royal Challenge Funded,100K Royal Challenge Phase 3 (Funded) - Eightcap-5,0,0,12,9999,real\I\EG\RAW-RB-USD,100,10.0000000000,0.0000000000,100000.0000000000,5.0000000000,0.0000000000,0.0000000000,0,,80.0000000000,0,35,0,0,0.0000000000,0,"Max Daily Loss: $5,000
Max Total Loss: $10,000

You can request a withdrawal 1 month from your first trading day and biweekly after that. For example, if you start on the 5th of the month, you will be eligible for withdrawal on the next 5th, provided you are in profit.

You can find a more detailed list of rules in our FAQ section here: 

help.thefundedtraderprogram.com",,0,0,0,0,0,365903,452806,1,0,0,30,14,12,1,1,1,MT5,1,0,0,0,0,0,0,0,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.0000000000,0.000000000000,1,1,Eightcap,0,0,0,0,0,0.000000000000,0.000000000000,0,0,0,0,09/08/2022 08:56:36,06/26/2023 16:29:30,0.00,0,,"real\I\EG\RAW-RB-USD (Dedicated Server) B-Book, Royal Phase 3 (Funded)",,None,False,False,True,True,True,True,True,False,False,True
144,Royal Challenge Funded,50K Royal Challenge Phase 3 (Funded) - Eightcap-5,0,0,12,9999,real\I\EG\RAW-RB-USD,100,10.0000000000,0.0000000000,50000.0000000000,5.0000000000,0.0000000000,0.0000000000,0,,80.0000000000,0,35,0,0,0.0000000000,0,"Max Daily Loss: $2,500
Max Total Loss: $5,000

You can request a withdrawal 1 month from your first trading day and biweekly after that. For example, if you start on the 5th of the month, you will be eligible for withdrawal on the next 5th, provided you are in profit.

You can find a more detailed list of rules in our FAQ section here: 

help.thefundedtraderprogram.com",,0,0,0,0,0,365903,452806,1,0,0,30,14,12,1,1,1,MT5,1,0,0,0,0,0,0,0,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.0000000000,0.000000000000,1,1,Eightcap,0,0,0,0,0,0.000000000000,0.000000000000,0,0,0,0,09/08/2022 08:56:36,11/27/2023 14:23:56,0.00,0,,"real\I\EG\RAW-RB-USD (Dedicated Server) B-Book, Royal Phase 3 (Funded)",,None,False,False,True,True,True,True,True,False,False,True
145,Royal Challenge Funded,300K Royal Challenge Phase 3 (Funded) - Eightcap-4,0,0,5,9999,I_EG-RAW_22_USD,100,10.0000000000,0.0000000000,300000.0000000000,5.0000000000,0.0000000000,0.0000000000,0,,80.0000000000,0,35,0,0,0.0000000000,0,"Max Daily Loss: $15,000
Max Total Loss: $30,000

You can request a withdrawal 1 month from your first trading day and biweekly after that. For example, if you start on the 5th of the month, you will be eligible for withdrawal on the next 5th, provided you are in profit.

You can find a more detailed list of rules in our FAQ section here: 

help.thefundedtraderprogram.com",,0,0,0,0,0,365903,452806,1,0,0,30,14,12,1,1,1,MT4,1,0,0,0,0,0,0,0,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.0000000000,0.000000000000,1,1,Eightcap,0,0,0,0,0,0.000000000000,0.000000000000,0,0,0,0,09/08/2022 08:56:36,06/26/2023 16:29:42,0.00,0,,"I_EG-RAW_22_USD (Dedicated Server) B-Book, Royal Phase 3 (Funded)",,None,False,False,True,True,True,True,True,False,False,True
146,Royal Challenge Funded,200K Royal Challenge Phase 3 (Funded) - Eightcap-4,0,0,5,9999,I_EG-RAW_22_USD,100,10.0000000000,0.0000000000,200000.0000000000,5.0000000000,0.0000000000,0.0000000000,0,,80.0000000000,0,35,0,0,0.0000000000,0,"Max Daily Loss: $10,000
Max Total Loss: $20,000

You can request a withdrawal 1 month from your first trading day and biweekly after that. For example, if you start on the 5th of the month, you will be eligible for withdrawal on the next 5th, provided you are in profit.

You can find a more detailed list of rules in our FAQ section here: 

help.thefundedtraderprogram.com",,0,0,0,0,0,365903,452806,1,0,0,30,14,12,1,1,1,MT4,1,0,0,0,0,0,0,0,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.0000000000,0.000000000000,1,1,Eightcap,0,0,0,0,0,0.000000000000,0.000000000000,0,0,0,0,09/08/2022 08:56:36,06/26/2023 16:29:47,0.00,0,,"I_EG-RAW_22_USD (Dedicated Server) B-Book, Royal Phase 3 (Funded)",,None,False,False,True,True,True,True,True,False,False,True
147,Royal Challenge Funded,100K Royal Challenge Phase 3 (Funded) - Eightcap-4,0,0,5,9999,I_EG-RAW_22_USD,100,10.0000000000,0.0000000000,100000.0000000000,5.0000000000,0.0000000000,0.0000000000,0,,80.0000000000,0,35,0,0,0.0000000000,0,"Max Daily Loss: $5,000
Max Total Loss: $10,000

You can request a withdrawal 1 month from your first trading day and biweekly after that. For example, if you start on the 5th of the month, you will be eligible for withdrawal on the next 5th, provided you are in profit.

You can find a more detailed list of rules in our FAQ section here: 

help.thefundedtraderprogram.com",,0,0,0,0,0,365903,452806,1,0,0,30,14,12,1,1,1,MT4,1,0,0,0,0,0,0,0,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.0000000000,0.000000000000,1,1,Eightcap,0,0,0,0,0,0.000000000000,0.000000000000,0,0,0,0,09/08/2022 08:56:36,06/26/2023 16:29:52,0.00,0,,"I_EG-RAW_22_USD (Dedicated Server) B-Book, Royal Phase 3 (Funded)",,None,False,False,True,True,True,True,True,False,False,True
148,Royal Challenge Funded,50K Royal Challenge Phase 3 (Funded) - Eightcap-4,0,0,5,9999,I_EG-RAW_22_USD,100,10.0000000000,0.0000000000,50000.0000000000,5.0000000000,0.0000000000,0.0000000000,0,,80.0000000000,0,35,0,0,0.0000000000,0,"Max Daily Loss: $2,500
Max Total Loss: $5,000

You can request a withdrawal 1 month from your first trading day and biweekly after that. For example, if you start on the 5th of the month, you will be eligible for withdrawal on the next 5th, provided you are in profit.

You can find a more detailed list of rules in our FAQ section here: 

help.thefundedtraderprogram.com",,0,0,0,0,0,365903,452806,1,0,0,30,14,12,1,1,1,MT4,1,0,0,0,0,0,0,0,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.0000000000,0.000000000000,1,1,Eightcap,0,0,0,0,0,0.000000000000,0.000000000000,0,0,0,0,09/08/2022 08:56:36,06/26/2023 16:29:57,0.00,0,,"I_EG-RAW_22_USD (Dedicated Server) B-Book, Royal Phase 3 (Funded)",,None,False,False,True,True,True,True,True,False,False,True
295,Royal Challenge Funded,600K Royal Challenge Phase 3 (Funded) - Eightcap-4,0,0,5,9999,I_EG-RAW_22_USD,100,10.0000000000,0.0000000000,600000.0000000000,5.0000000000,0.0000000000,0.0000000000,0,,80.0000000000,0,35,0,0,0.0000000000,0,"Max Daily Loss: $30,000
Max Total Loss: $60,000

You can request a withdrawal 1 month from your first trading day and biweekly after that. For example, if you start on the 5th of the month, you will be eligible for withdrawal on the next 5th, provided you are in profit.

You can find a more detailed list of rules in our FAQ section here: 

help.thefundedtraderprogram.com",,0,0,0,0,0,365903,452806,1,0,0,30,14,12,1,1,1,MT4,1,0,0,0,0,0,0,0,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.0000000000,0.000000000000,1,1,Eightcap,0,0,0,0,0,0.000000000000,0.000000000000,0,0,0,0,09/08/2022 08:56:36,06/26/2023 16:30:08,0.00,0,,"I_EG-RAW_22_USD (Dedicated Server) B-Book, Royal Phase 3 (Funded)",,None,False,False,True,True,True,True,True,False,False,True
296,Royal Challenge Funded,600K Royal Challenge Phase 3 (Funded) - Eightcap-5,0,0,12,9999,real\I\EG\RAW-RB-USD,100,10.0000000000,0.0000000000,600000.0000000000,5.0000000000,0.0000000000,0.0000000000,0,,80.0000000000,0,35,0,0,0.0000000000,0,"Max Daily Loss: $30,000
Max Total Loss: $60,000

You can request a withdrawal 1 month from your first trading day and biweekly after that. For example, if you start the 5th of the month, you will be eligible for withdrawal the next 5th, provided you are in profit.

You can find a more detailed list of rules in our FAQ section here: 

help.thefundedtraderprogram.com",,0,0,0,0,0,365903,452806,1,0,0,30,14,12,1,1,1,MT5,1,0,0,0,0,0,0,0,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.0000000000,0.000000000000,1,1,Eightcap,0,0,0,0,0,0.000000000000,0.000000000000,0,0,0,0,09/08/2022 08:56:36,06/26/2023 16:30:14,0.00,0,,"real\I\EG\RAW-RB-USD (Dedicated Server) B-Book, Royal Phase 3 (Funded)",,None,False,False,True,True,True,True,True,False,False,True
